date,symbol,action,price,quantity,value,company,pnl,return_pct,holding_days,reason
2024-11-12 00:00:00-05:00,CRM,LONG_ENTRY,341.1499938964844,250,85287.4984741211,Salesforce Inc.,,,,
2024-11-12 00:00:00-05:00,TSLA,LONG_ENTRY,328.489990234375,250,82122.49755859375,Tesla Inc.,,,,
2024-11-13 00:00:00-05:00,TSLA,LONG_EXIT,330.239990234375,250,82559.99755859375,,437.5,0.5327407385386048,1.0,profit_target
2024-11-13 00:00:00-05:00,ADBE,LONG_ENTRY,532.5,250,133125.0,Adobe Inc.,,,,
2024-11-13 00:00:00-05:00,HON,LONG_ENTRY,233.07000732421875,250,58267.50183105469,Honeywell International Inc.,,,,
2024-11-14 00:00:00-05:00,CRM,LONG_EXIT,331.6499938964844,250,82912.4984741211,,-2375.0,-2.7846988626599822,2.0,stop_loss
2024-11-14 00:00:00-05:00,HON,LONG_EXIT,230.6699981689453,250,57667.49954223633,,-600.0022888183594,-1.0297374522045797,1.0,stop_loss
2024-11-14 00:00:00-05:00,CSCO,LONG_ENTRY,57.91999816894531,250,14479.999542236328,Cisco Systems Inc.,,,,
2024-11-14 00:00:00-05:00,DIS,LONG_ENTRY,109.12000274658205,250,27280.00068664551,Walt Disney Company,,,,
2024-11-15 00:00:00-05:00,ADBE,LONG_EXIT,503.3699951171875,250,125842.49877929688,,-7282.501220703125,-5.470423452171361,2.0,stop_loss
2024-11-15 00:00:00-05:00,CSCO,LONG_EXIT,57.459999084472656,250,14364.999771118164,,-114.99977111816406,-0.7941973394593299,1.0,stop_loss
2024-11-15 00:00:00-05:00,DIS,LONG_EXIT,115.08000183105467,250,28770.00045776367,,1489.999771118157,5.461875856357888,1.0,profit_target
2024-11-15 00:00:00-05:00,DIS,LONG_ENTRY,115.08000183105467,250,28770.00045776367,Walt Disney Company,,,,
2024-11-18 00:00:00-05:00,DIS,LONG_EXIT,113.54000091552734,250,28385.000228881836,,-385.0002288818324,-1.3382002876469854,3.0,stop_loss
2024-11-18 00:00:00-05:00,DIS,LONG_ENTRY,113.54000091552734,250,28385.000228881836,Walt Disney Company,,,,
2024-11-19 00:00:00-05:00,DIS,LONG_EXIT,112.41999816894533,250,28104.99954223633,,-280.0006866455043,-0.9864389092398267,1.0,stop_loss
2024-11-20 00:00:00-05:00,TMO,LONG_ENTRY,512.8400268554688,250,128210.00671386719,Thermo Fisher Scientific Inc.,,,,
2024-11-21 00:00:00-05:00,TMO,LONG_EXIT,516.0999755859375,250,129024.99389648438,,814.9871826171875,0.6356658138518282,1.0,profit_target
2024-11-22 00:00:00-05:00,NVDA,LONG_ENTRY,141.9499969482422,250,35487.49923706055,NVIDIA Corporation,,,,
2024-11-22 00:00:00-05:00,ORCL,LONG_ENTRY,192.2899932861328,250,48072.4983215332,Oracle Corporation,,,,
2024-11-25 00:00:00-05:00,NVDA,LONG_EXIT,136.02000427246094,250,34005.001068115234,,-1482.4981689453125,-4.177522228438965,3.0,stop_loss
2024-11-25 00:00:00-05:00,ORCL,LONG_EXIT,187.9900054931641,250,46997.50137329102,,-1074.9969482421805,-2.236199460764566,3.0,stop_loss
2024-11-26 00:00:00-05:00,AAPL,LONG_ENTRY,235.05999755859375,250,58764.99938964844,Apple Inc.,,,,
2024-11-26 00:00:00-05:00,CAT,LONG_ENTRY,407.8299865722656,250,101957.4966430664,Caterpillar Inc.,,,,
2024-11-26 00:00:00-05:00,CSCO,LONG_ENTRY,59.59000015258789,250,14897.500038146973,Cisco Systems Inc.,,,,
2024-11-26 00:00:00-05:00,IBM,LONG_ENTRY,228.8300018310547,250,57207.50045776367,International Business Machines Corporation,,,,
2024-11-26 00:00:00-05:00,MA,LONG_ENTRY,528.47998046875,250,132119.9951171875,Mastercard Incorporated,,,,
2024-11-26 00:00:00-05:00,MRK,LONG_ENTRY,101.62000274658205,250,25405.00068664551,Merck & Co. Inc.,,,,
2024-11-26 00:00:00-05:00,NKE,LONG_ENTRY,77.61000061035156,250,19402.50015258789,NIKE Inc.,,,,
2024-11-26 00:00:00-05:00,UNH,LONG_ENTRY,606.7899780273438,250,151697.49450683594,UnitedHealth Group Incorporated,,,,
2024-11-26 00:00:00-05:00,V,LONG_ENTRY,311.82000732421875,250,77955.00183105469,Visa Inc.,,,,
2024-11-27 00:00:00-05:00,CAT,LONG_EXIT,403.7000122070313,250,100925.00305175783,,-1032.4935913085797,-1.0126705983407391,1.0,stop_loss
2024-11-27 00:00:00-05:00,CSCO,LONG_EXIT,59.290000915527344,250,14822.500228881836,,-74.99980926513672,-0.5034388929222354,1.0,stop_loss
2024-11-27 00:00:00-05:00,IBM,LONG_EXIT,226.9199981689453,250,56729.99954223633,,-477.50091552734375,-0.8346823610653692,1.0,stop_loss
2024-11-27 00:00:00-05:00,MA,LONG_EXIT,532.3800048828125,250,133095.00122070312,,975.006103515625,0.7379701328711193,1.0,profit_target
2024-11-27 00:00:00-05:00,MRK,LONG_EXIT,103.12000274658205,250,25780.00068664551,,375.0,1.4760873444775142,1.0,profit_target
